,Category,Frame,bpm,bass volume,low midrange volume,high midrange volume,treble volume,average overall loudness,dissonance,timbre,percussiveness,proiminence of pitches,cleanliness of timbre,brightness (normalized),brightness (unnormalized),richness of timbre,average instantaneous loudness,average segment loudness,strength of chords,percentage of frames silent,pitch max to min ratio,pitch ambiguity,disparity b/w highs and lows,noisiness (spectral spread),frequency of 85th percentile,volume variation between frequency levels 1,volume variation between frequency levels 2,strongest frequency,max to mean ratio of volume
10,Coping,10,77,0.02339966,0.02467253,0.000415107,7.20E-06,0.006608776,0.410380286,0.030789075,0.011250908,0.55996502,0.519452738,272.9267944,8.684506088,8.297674419,-24.11748039,-23.61166351,0.465794577,0,15.79494796,1.543728515,7.36088019,1655630.198,291.4494004,0.045929854,5.419199558,0.825744163,15.4238256
11,Coping,11,149,0.037838727,0.022614236,0.000407699,1.45E-05,0.007414542,0.389066443,0.077952099,0.009811047,0.549089749,0.511363555,268.2911237,9.239492869,8.48372093,-23.36646217,-23.48067776,0.466659705,0,16.0416474,1.572909209,6.587918817,1740688.9,225.7480923,0.057037095,5.567514311,0.502565275,16.10702547
12,Coping,12,90,0.024818444,0.023245761,0.000484333,3.74E-06,0.006696147,0.426220951,0.053842292,0.01002559,0.583170379,0.498878095,280.9529115,8.532044369,10.30555556,-23.63242302,-23.62086082,0.535995581,0,16.39287304,1.590242606,6.704659816,1221267.908,257.1024577,0.046482655,5.717403081,0.604566435,15.22077227
13,Coping,13,150,0.017617788,0.024282153,0.001315231,0.000154532,0.006260274,0.41383001,0.047390934,0.018211755,0.636741786,0.396104332,406.9795622,11.79820297,12.9627907,-23.54239571,-22.98695789,0.497025127,0,13.9555258,1.864815533,5.039543786,2193824.273,411.7348746,0.041510384,6.257637002,0.726252774,12.88253593
14,Coping,14,78,0.018419577,0.034382154,0.001317423,0.000177955,0.007071479,0.410825888,0.079385843,0.018629633,0.593861168,0.392639401,390.6531619,15.45696324,12.78604651,-22.14620403,-22.14731297,0.476167228,0,12.46182398,2.094917871,4.672640259,2089455.008,452.2974201,0.052130298,6.229291512,0.783406749,12.1643376
15,Coping,15,78,0.02154113,0.037869288,0.002587671,0.000394387,0.007633088,0.388998219,0.085612879,0.021728516,0.532744381,0.423797547,504.8140084,21.79684059,14.3287037,-21.81595978,-21.651317,0.525448358,0,15.2710949,1.743247907,5.595387757,1756836.253,562.7543132,0.060458796,6.022703118,1.350998417,12.69212908
16,Coping,16,157,0.009589231,0.049055613,0.001135719,5.19E-05,0.007488217,0.371670529,0.076084267,0.018191315,0.530818057,0.405687416,400.1195535,19.47542859,10.71162791,-22.37610565,-22.55440178,0.499863416,0,17.74840884,1.51796642,4.649206992,2013978.747,422.8520167,0.058248594,5.861926094,2.328479579,15.45587685
17,Coping,17,78,0.012957455,0.035701295,0.001831609,0.000174158,0.006855382,0.363452672,0.071263498,0.019690225,0.524278216,0.434678747,440.5406838,18.10137366,11.48837209,-22.96617489,-22.99794418,0.542040175,0,16.05065936,1.709739478,6.083120336,1733187.97,472.5286156,0.049584361,5.86649743,1.975426948,12.60447568
18,Coping,18,79,0.012875069,0.029857466,0.00170856,0.000265186,0.006438637,0.411779794,0.078567227,0.021950051,0.551851108,0.386098857,497.8734996,15.65449724,12.97222222,-22.96480633,-22.57354431,0.553540644,0,17.009513,1.680287588,4.507683709,2315991.455,461.8672689,0.043466051,6.309772174,1.27582618,12.87665777
19,Coping,19,79,0.008507482,0.033504349,0.00399051,0.000604039,0.006519681,0.425476317,0.078241428,0.027514081,0.662484094,0.350085037,584.052128,23.21000648,17.4372093,-22.27681416,-22.3694973,0.518652255,0,12.89875512,2.057852484,4.486214629,2306344.362,640.1871366,0.045152464,6.448623542,1.105648319,11.34627484
20,Coping,20,85,0.026798071,0.031503832,0.001961221,0.000272445,0.00742161,0.456599169,0.063145227,0.014687046,0.567360573,0.38883656,407.3758189,15.67390712,13.88372093,-22.93825867,-23.23130627,0.545446194,0,14.42226824,1.930190273,3.60498911,2631799.19,294.9548056,0.058549701,6.494371445,0.783901507,15.72737905
21,Coping,21,110,0.032664946,0.010458703,0.000263332,1.32E-05,0.005462981,0.438967979,0.058697053,0.010262948,0.508317545,0.476330191,325.3722052,5.038780572,5.018518519,-27.24183834,-27.07407406,0.30230971,0.282407407,15.25802513,1.511062498,3.817593722,2183504.545,284.7167969,0.040732676,5.834012879,0.332801028,16.77651431
22,Coping,22,110,0.000574833,0.008666315,0.005712948,0.00014974,0.003489188,0.438568445,0.063213714,0.059009357,0.625898428,0.205650415,1209.411481,14.63841276,15.68837209,-27.20142849,-26.07867508,0.624362192,0.055813953,15.06636833,1.835244784,1.880816806,3370388.317,1837.333076,0.014793139,7.220666466,1.166134591,10.90717179
23,Coping,23,110,0.000184569,0.012985159,0.007088482,0.00032468,0.004058229,0.431129093,0.06737879,0.054194677,0.565525243,0.227503434,1142.180751,18.85059129,14.13488372,-26.17192036,-25.74245991,0.626153818,0.065116279,15.90470504,1.696433158,2.03778968,3226510.234,1674.481968,0.020366571,7.034064495,1.629654356,14.24338408
24,Coping,24,110,0.000677501,0.009913115,0.004460384,7.51E-05,0.003524377,0.450427927,0.062627658,0.049811469,0.617971386,0.216395031,1241.135207,13.2491552,16.16666667,-26.98127068,-26.37374516,0.562416783,0.037037037,15.51403384,1.80168241,1.829159278,2838201.307,1577.307129,0.014711022,7.14144871,1.068894277,12.70370973
25,Coping,25,110,0.009494701,0.012134546,0.006665512,0.000174536,0.004849808,0.451108406,0.088690584,0.048137718,0.590214478,0.233754786,1426.863101,20.11351174,20.64651163,-25.08990913,-24.66061893,0.542530941,0.009302326,13.83261741,1.938564609,1.728067608,2823257.885,1590.652707,0.02786375,7.171351003,1.083570564,13.47630188
26,Coping,26,110,0.01922719,0.016516864,0.005761292,0.000352198,0.005653148,0.438881999,0.097944764,0.040768078,0.502940761,0.260358578,1055.910516,19.69631862,16.46511628,-24.02748161,-23.67149487,0.619632752,0.046511628,14.92763493,1.821989467,1.892899952,3422239.822,1176.514126,0.039256629,7.112304102,1.11523139,15.78726443
27,Coping,27,110,0.017630533,0.014266898,0.007318634,0.00044548,0.005601937,0.453456423,0.104734374,0.042053223,0.519283432,0.23977238,1193.350967,22.15365803,20.0787037,-23.87415176,-23.84747238,0.611693797,0.027777778,14.16968654,1.904924693,1.807554259,3216299.53,1186.71875,0.038581074,7.256924636,1.026306582,15.57239189
28,Coping,28,110,0.017967033,0.016327812,0.006976456,0.000224824,0.005632563,0.451059231,0.103689333,0.042232922,0.571568609,0.239029832,1175.219528,20.88034752,20.8744186,-23.86791496,-23.66635353,0.553397321,0.013953488,13.61416677,2.003347019,1.708897198,2792416.162,1115.520076,0.039062305,7.206154948,0.923401962,13.44376592
29,Coping,29,110,0.022125704,0.011447307,0.006518434,0.000362337,0.005682225,0.457661881,0.107458828,0.04596657,0.519266363,0.244500991,1307.69465,20.00224957,21.13023256,-24.12186993,-23.807169,0.605218475,0.009302326,14.41385736,1.916589803,1.587563124,3161587.606,1308.918287,0.039416924,7.311791653,0.915961717,15.47028085
30,Coping,30,110,0.017321063,0.022626794,0.007724847,0.000337972,0.006278232,0.446164634,0.115633545,0.038070114,0.496101053,0.241040723,1037.145032,26.63933637,19.52314815,-22.91762348,-22.68260883,0.593308139,0,15.98536536,1.713849238,1.85594574,3123164.201,1053.033447,0.045885653,7.14552127,1.544321668,15.98522157
31,Coping,31,110,0.01568798,0.022167152,0.010635486,0.000812557,0.006487028,0.43579145,0.115544116,0.053878997,0.507024614,0.222010689,1187.34703,33.41953794,19.68837209,-22.92904053,-22.90895412,0.543456699,0.009302326,15.68584436,1.665322574,1.609228498,4357853.12,1343.772029,0.048018062,7.323150653,1.787350888,15.41523543
32,Coping,32,110,0.012126668,0.014461448,0.012302651,0.000826961,0.005717776,0.455037941,0.101315504,0.056676962,0.514025037,0.201755773,1243.178914,29.03533581,19.98604651,-22.83308777,-22.83653137,0.540914006,0.027906977,15.52102996,1.771894187,1.700178169,4401936.227,1407.770712,0.037606984,7.429387334,1.560127325,13.92361581
33,Coping,33,110,0.008239545,0.013261114,0.010437455,0.000507738,0.005288647,0.446791041,0.093577148,0.057874891,0.530065363,0.208954518,1217.576606,23.80115808,17.71296296,-23.07307045,-22.69309875,0.418080886,0.018518519,15.77277857,1.748394399,1.816844212,4018159.228,1588.372803,0.031337397,7.317121713,1.594116785,13.84115577
34,Coping,34,110,0.008410373,0.015850737,0.010368069,0.000538639,0.005544519,0.454283137,0.092469064,0.053477017,0.52019826,0.21268609,1168.783608,24.99158892,19.63255814,-23.07118073,-23.163195,0.514012066,0,15.23067481,1.79009177,1.787895737,3890348.016,1412.778434,0.033687008,7.307118749,1.681423347,12.95289128
35,Coping,35,110,0.010319351,0.011668911,0.009102524,0.000532199,0.005166972,0.451213747,0.093307525,0.057258358,0.510540518,0.209469733,1320.536835,22.02389704,17.71627907,-23.50721451,-23.02175781,0.469646873,0.013953488,15.33406042,1.780852366,1.752145967,4049191.983,1625.406295,0.030954219,7.354482207,1.181149187,14.69467204
36,Coping,36,110,0.008174055,0.014732476,0.012985803,0.000581365,0.005581803,0.457701341,0.100182682,0.055914985,0.527370425,0.199625966,1303.817882,28.27628276,22.25,-22.80743233,-22.71565983,0.433709751,0,14.39337934,1.884698021,1.723440494,3794328.535,1551.387533,0.034898474,7.402764762,1.892697,13.33093318
37,Coping,37,110,0.009447383,0.01587978,0.013256101,0.00055297,0.005817113,0.459501299,0.103847359,0.053517896,0.529685502,0.20157602,1286.12716,28.67582567,22.67906977,-22.46572933,-22.62649414,0.418245493,0.013953488,15.14776829,1.822925766,1.686295668,3563566.578,1438.718432,0.037540777,7.382328404,1.764548101,12.86480349
38,Coping,38,110,0.010188405,0.011544192,0.012065824,0.000641924,0.005460521,0.459186021,0.095920065,0.057360556,0.513548039,0.203172055,1383.564513,26.40710453,21.97209302,-23.2339259,-22.97607338,0.527578507,0,14.41737888,1.860775273,1.66656182,3834758.453,1525.852789,0.033464775,7.436739993,1.574791924,13.95169866
39,Coping,39,110,0.004021817,0.010300878,0.004327288,0.000592364,0.003521121,0.458461653,0.060191701,0.06547942,0.592563765,0.166236373,1441.218556,15.47131159,15.9537037,-29.77751968,-31.36659634,0.54649358,0.273148148,16.31209061,1.758942985,1.433524191,4226748.571,1687.266032,0.018617874,7.559411263,0.83261904,11.63556471
40,Coping,40,155,0.000635615,0.006043899,0.000259618,0.000137168,0.00183288,0.439513795,0.03614699,0.12449355,0.67398184,0.184294216,1960.404128,4.035306087,3.530232558,-34.38010738,-27.91477425,0.474158522,0.734883721,9.350025338,2.85612408,2.634438712,4745893.378,3747.979197,0.006963177,7.498556853,0.416132294,11.15118851
41,Coping,41,134,0.002515891,0.02532897,0.000459983,1.06E-05,0.005112553,0.338489067,0.084211757,0.020585029,0.552551996,0.39383556,435.9102404,10.95764327,9.2,-23.72295109,-23.86299557,0.461347163,0,13.85492825,1.776411357,5.327067402,1850683.858,588.6076036,0.027799036,5.912159933,1.473270019,14.31090275
42,Coping,42,134,0.011422598,0.021755338,0.00087749,2.15E-05,0.005380807,0.411517732,0.088660235,0.015378599,0.452669365,0.384553137,343.9550599,8.684410956,8.342592593,-24.98294544,-24.45362999,0.568553083,0,12.73683964,2.00726568,3.609446696,2547641.107,361.2792969,0.032635532,6.278342706,0.960434061,17.98070474
43,Coping,43,134,0.005759493,0.038257445,0.001713583,2.65E-05,0.006457521,0.361135529,0.078517302,0.018463844,0.46362941,0.393615634,380.9509525,15.7617154,8.734883721,-23.72914257,-24.19273373,0.67870129,0,14.40159875,1.719617942,4.280714374,2336413.381,411.9351835,0.045049867,5.955890924,1.927620707,17.32520395
44,Coping,44,134,0.010361206,0.033125295,0.001335185,4.23E-05,0.006331024,0.392037964,0.080227641,0.01666061,0.467178408,0.365452703,360.6455328,13.88950092,8.237209302,-23.77091034,-23.38745232,0.624915931,0,12.67031618,2.050429589,3.177495129,3197582.605,350.1398983,0.043984845,6.286634842,1.638194272,19.21725569
45,Coping,45,134,0.011897507,0.024421738,0.001075543,1.86E-05,0.005706195,0.425015227,0.0891173,0.014506022,0.482154514,0.386437463,342.3165134,9.65312778,9.574074074,-24.7353302,-24.065284,0.590795969,0,11.94869002,2.119576629,3.770412654,2336435.679,351.7089844,0.035934183,6.279154555,1.090731109,18.27912816
46,Coping,46,134,0.007764451,0.033409319,0.001701975,1.11E-05,0.00621338,0.37527428,0.078494555,0.016983103,0.449609851,0.405839669,390.0302468,14.2024026,8.893023256,-24.22064949,-24.33119564,0.638219628,0,12.61042591,1.930389173,4.273508517,1987493.605,384.3927144,0.04221361,6.015966229,1.705143404,18.30081425
47,Coping,47,134,0.00725534,0.039834709,0.001885461,1.64E-05,0.006666516,0.364039691,0.081439154,0.021482104,0.492632235,0.365407168,470.4788541,20.09643391,9.944186047,-23.15370049,-23.04683552,0.526194223,0,12.64713145,1.888321338,3.598492108,2186824.522,562.3671421,0.047745248,6.129308228,2.113859203,15.18677825
48,Coping,48,134,0.009758551,0.030595087,0.001741861,4.61E-05,0.006128559,0.381716808,0.088048179,0.027694137,0.419714429,0.33613406,598.5635141,18.64265679,10.16666667,-23.92381821,-23.36535851,0.457599315,0,14.60359195,1.652448357,3.061144694,2826935.695,689.3615723,0.040856417,6.472632119,2.531278533,15.66003675
49,Coping,49,134,0.00868941,0.031961664,0.001849996,2.43E-05,0.00619346,0.36614457,0.080789227,0.025068132,0.451330359,0.346252095,548.9720419,19.0029819,10.20930233,-23.71514702,-23.5422514,0.558819232,0,13.74998945,1.746876442,3.600966852,2483885.393,634.6786428,0.041502719,6.341268278,2.490833643,15.41423177
50,Coping,50,134,0.005471474,0.0442322,0.002662593,7.49E-05,0.006973804,0.365827572,0.085540136,0.028070494,0.472988067,0.321820106,588.1285483,25.85082333,11.93953488,-22.68384109,-23.12311359,0.508121747,0,14.05837303,1.686321629,3.011963609,2546253.436,699.5787155,0.051357718,6.380948907,3.038387781,13.36596448
51,Coping,51,136,0.008328565,0.041905378,0.001696933,2.09E-05,0.006700408,0.386993908,0.094240834,0.018624765,0.442796351,0.378751452,443.6557126,17.71288726,9.712962963,-23.18038269,-22.10989342,0.540493033,0.00462963,15.24558524,1.661195649,3.248797846,2184433.538,489.4816081,0.050905573,6.213818596,1.963903736,19.34213251
52,Coping,52,30,0.003700575,0.020543183,0.001305882,1.11E-05,0.003750572,0.442330114,0.057663145,0.017403252,0.54399965,0.337434818,479.4923357,9.855329417,8.613953488,-33.34370014,-35.20581997,0.59980151,0.48372093,11.04283019,2.394492987,2.835298799,2430909.305,384.3927144,0.025176094,6.842165242,0.898866789,17.12335117
53,Coping,53,30,0.000551373,0.000544478,0.000441322,1.16E-05,0.001101863,0.470849125,0.021584164,0.044517624,0.603348191,0.206316017,1085.203814,0.841295118,3.260465116,-38.93070515,-34.7298761,0.583465714,0.906976744,10.38497025,2.559413237,1.968513351,3504506.469,1080.566179,0.001462866,7.529332489,0.255092241,15.11211156
54,Coping,54,176,1.44E-05,0.008618255,0.021042564,0.000103675,0.004914065,0.466157763,0.080587684,0.054549606,0.614391393,0.22349698,1297.387662,31.20707921,19.96759259,-24.63295345,-22.33381668,0.560792636,0.046296296,16.11751877,1.761621446,2.341536413,2318220.113,1419.596354,0.028828925,7.230155435,2.584516184,11.15932973
55,Coping,55,175,0.000622218,0.019167916,0.023480066,0.000175982,0.006185894,0.472241579,0.104973043,0.049227834,0.685529962,0.209414355,1125.33912,39.31974554,25.84651163,-21.71959019,-21.62871368,0.445552073,0,11.3044965,2.304912086,2.4255325,2611576.072,1325.744231,0.041236537,7.250550958,2.685289803,10.69570117
56,Coping,56,96,0.005403738,0.019525224,0.03101919,0.000786763,0.007097701,0.481086448,0.12189396,0.06165516,0.638695278,0.183236946,1375.047611,55.1244081,31.34418605,-21.36281998,-21.89752823,0.431788856,0,11.11375191,2.349062027,2.161495671,3118225.34,1593.757495,0.052426781,7.484091368,2.569102432,11.93106334
57,Coping,57,152,0.005376408,0.006005331,0.008575337,0.000422204,0.002924992,0.481741161,0.05118294,0.051210757,0.601644945,0.201431768,1303.038937,16.81766384,12.06018519,-33.88213768,-34.61373348,0.397482401,0.662037037,10.86185414,2.362879006,2.043069803,2898809.994,1411.022949,0.018076088,7.514013597,0.765051729,12.55732207
58,Coping,58,204,0.000356984,0.003206351,9.76E-05,3.72E-07,0.001536995,0.329079375,0.013719362,0.026598837,0.59796585,0.371285352,612.551906,1.383139793,3.213953488,-34.64731243,-31.76389534,0.645986901,0.613953488,12.19678177,2.054863979,4.468606273,1750386.199,720.2105287,0.003528119,6.059530207,0.465693788,11.11215913
59,Coping,59,104,0.001625413,0.008305419,0.000520781,0.000122546,0.002842961,0.395695836,0.038141154,0.025015898,0.585609987,0.380091079,571.8256137,4.379378119,7.711627907,-29.72855015,-29.10154331,0.688700531,0.102325581,14.85315828,1.708444468,4.14456822,2192050.631,701.3814953,0.009720908,6.133895874,0.514488871,14.99856489
60,Coping,60,157,0.00161323,0.008961922,0.001373652,0.000361354,0.003000184,0.420804688,0.061851741,0.035144947,0.612214087,0.30734684,780.6372756,7.380401226,8.481481481,-29.02463368,-28.82777451,0.610931761,0.175925926,12.49467976,2.095580096,2.343607624,3175571.143,917.2546387,0.011671319,6.714445825,0.53476177,14.69712415
61,Coping,61,100,0.001277379,0.006932633,0.001682049,8.64E-05,0.002847554,0.408029149,0.049763036,0.035415153,0.643470419,0.300954886,800.4996417,5.713486861,8.930232558,-29.39669308,-29.25302437,0.589325165,0.139534884,14.13184309,1.937046305,2.424483958,2766081.545,923.2235647,0.009642433,6.696898254,0.697655508,12.47635534
62,Coping,62,102,0.001497433,0.006102878,0.001635419,0.000363758,0.002789352,0.4354864,0.052012888,0.039578034,0.650684456,0.291355035,888.8987932,7.036668225,9.697674419,-29.94311104,-29.896441,0.574989919,0.134883721,12.57290009,2.121163633,2.239737656,3020082.878,1063.239462,0.009233241,6.876652738,0.495353648,13.69110319
63,Coping,63,110,0.001562303,0.005055623,0.00089501,0.000218909,0.002358403,0.452008872,0.046285756,0.044985171,0.610113367,0.278171976,1038.128167,4.399540654,7.342592593,-30.99873981,-29.72355614,0.596250324,0.356481481,13.86998931,2.031886386,1.886317619,3309227.986,1255.904134,0.00730694,7.000313805,0.413509889,12.9334722
64,Coping,64,104,0.0011349,0.009195687,0.001087029,4.01E-05,0.002912358,0.395737264,0.055738697,0.031990371,0.636727254,0.328505403,705.1758546,5.333355626,8.451162791,-29.89536003,-29.74630318,0.523865641,0.134883721,12.63654141,2.042617594,2.969254445,2414988.356,874.748819,0.011138271,6.466069113,0.690159311,13.00847971
65,Coping,65,200,0.001027579,0.005610707,0.001278476,0.000162833,0.002566879,0.401731494,0.046882819,0.034858739,0.668623288,0.317314806,790.9613883,5.203390093,8.623255814,-30.19981876,-29.23309452,0.521204538,0.204651163,13.1130833,1.986541786,2.720109465,2493114.566,996.5366097,0.007831959,6.59836255,0.512039127,12.2911474
66,Coping,66,155,0.00268292,0.011538778,0.000929136,9.82E-05,0.003188229,0.399115474,0.050596491,0.029631438,0.631280794,0.348188947,674.4264045,5.605093876,8.305555556,-29.23405308,-28.90379421,0.627021368,0.185185185,13.78532488,1.983859965,3.118188799,2516353.557,770.7092285,0.013702179,6.395884273,0.537670583,14.45752221
67,Coping,67,151,0.0026824,0.010396789,0.001141526,0.000232544,0.00328741,0.405028085,0.058901993,0.03317133,0.628568137,0.32404905,777.4903787,6.859222922,8.865116279,-28.5723439,-28.5661496,0.577845993,0.093023256,13.99984274,2.048376076,2.652487342,2732586.662,860.8273528,0.013038244,6.609641137,0.693939215,13.7594676
68,Coping,68,151,0.00355015,0.007995474,0.001639213,0.000163681,0.003101741,0.431013834,0.057909314,0.036116915,0.610139385,0.294635468,833.822295,6.293203051,10.13488372,-29.00294758,-28.94002647,0.506337731,0.102325581,13.81179647,2.071877653,2.276744311,3005707.745,978.8092751,0.011596972,6.851245505,0.509949531,13.24321437
69,Coping,69,144,0.001696097,0.007973999,0.001363143,0.000234014,0.00280657,0.427029733,0.054614014,0.038495099,0.612208929,0.302386613,884.085992,6.710835236,8.657407407,-29.76228897,-28.98852402,0.453627329,0.236111111,13.90649302,2.01053067,2.271386504,2792944.229,1044.759115,0.010843018,6.744138526,0.629019811,13.17911268
70,Coping,70,161,0.001419828,0.00754168,0.001225883,0.000263389,0.002833583,0.416018092,0.056994,0.040391079,0.636649087,0.291598147,903.2274085,6.520632692,8.972093023,-29.5124123,-29.27383003,0.573257385,0.158139535,13.11721865,2.003613778,2.146905836,2950513.822,1132.646484,0.00971931,6.826184568,0.597068906,13.16326034
71,Coping,71,100,0.001579705,0.006487255,0.001608545,0.000123807,0.002792861,0.418984914,0.052840983,0.033727743,0.649982059,0.302420866,815.7292955,5.675038655,9.627906977,-29.86138214,-29.28004211,0.585364535,0.125581395,13.63810915,1.963951121,2.507857455,2594966.596,977.7075763,0.009370032,6.744089233,0.557081472,12.10517135
72,Coping,72,208,0.001094368,0.010037936,0.001989206,0.000365324,0.003248731,0.398317318,0.056309756,0.038237395,0.620246735,0.317350694,834.8057087,8.607528453,8.796296296,-28.39259155,-28.60281956,0.5760635,0.115740741,13.20058792,1.935072165,2.390180388,2936430.305,1019.537354,0.013031654,6.653544366,0.81965509,14.2259014
73,Coping,73,98,0.001312036,0.007649725,0.001367369,0.000286957,0.002910964,0.415981573,0.055066289,0.040002725,0.664551309,0.296471248,900.0744651,6.73311705,9.609302326,-29.3385136,-28.92960152,0.539773065,0.093023256,13.62757414,2.009279132,2.267656471,2778245.284,1132.846793,0.010196791,6.780841834,0.628528656,11.87444901
74,Coping,74,196,0.001571561,0.009952814,0.002068996,0.000235345,0.003305242,0.401197707,0.054215786,0.032042605,0.63255344,0.3349014,812.0199811,8.20957896,10.29302326,-28.50804924,-28.60489632,0.578108169,0.074418605,13.99117638,1.825791866,2.912942065,2445833.186,993.9325945,0.013226218,6.487910945,0.768376406,14.49022475
75,Coping,75,98,0.001519736,0.006336774,0.001936959,9.72E-05,0.002719369,0.405796647,0.051698872,0.034502948,0.699097487,0.327514254,848.1143652,6.163213131,9.25462963,-30.13523777,-29.59182976,0.539538223,0.208333333,13.65744933,2.017571112,2.717353828,2451887.295,1053.033447,0.009470967,6.590024515,0.53001291,11.84675018
76,Coping,76,102,0.000607046,0.005848466,6.32E-05,6.32E-07,0.002047158,0.30333597,0.018532875,0.016428961,0.622071168,0.462526646,369.2447048,2.451107959,5.162790698,-32.82882359,-31.82802876,0.60022179,0.548837209,18.29732224,1.594644855,6.08411412,1582040.116,454.9014353,0.006406186,5.528685304,0.566907867,12.78668846
77,Coping,77,130,5.11E-05,0.003365325,0.000843613,5.33E-05,0.001839611,0.387453427,0.026478009,0.050885719,0.488134188,0.274642115,966.620707,3.193217628,5.111627907,-32.1013142,-29.29641449,0.443376966,0.548837209,22.30790891,1.01451347,3.20447161,3942250.725,1224.988872,0.004298668,6.779984042,0.875032454,14.9946086
78,Coping,78,130,0.01413641,0.006461378,0.001660524,0.004603534,0.004771418,0.431799657,0.074766951,0.099238643,0.351909738,0.269806671,1378.640842,68.1833637,7.439814815,-25.21535366,-25.58621109,0.467980643,0.00462963,17.85005666,1.336567638,1.420318014,8390043.686,2446.510824,0.026645053,7.731800216,6.218729342,25.10588165
79,Coping,79,130,0.016414438,0.003316268,0.001871344,0.001008262,0.004440784,0.451716216,0.059532895,0.05703125,0.366407963,0.23379456,1649.21247,15.5359849,10.94883721,-27.485359,-26.96906464,0.592751728,0,13.69082506,1.811941123,1.364039849,7060060.216,1549.789698,0.022111654,8.012492739,0.242246451,26.96787505
80,Coping,80,130,0.014918383,0.0049264,0.004083083,0.000231682,0.004639266,0.467097859,0.066789166,0.032599019,0.432876023,0.208758157,1282.679723,10.15965811,18.20930233,-26.39427769,-26.77482777,0.637765702,0,11.64494483,2.204350748,1.806789368,4313646.696,912.3067315,0.023630248,7.787174413,0.23939805,23.19013699
