,Category,Frame,bpm,bass volume,low midrange volume,high midrange volume,treble volume,average overall loudness,dissonance,timbre,percussiveness,proiminence of pitches,cleanliness of timbre,brightness (normalized),brightness (unnormalized),richness of timbre,average instantaneous loudness,average segment loudness,strength of chords,percentage of frames silent,pitch max to min ratio,pitch ambiguity,disparity b/w highs and lows,noisiness (spectral spread),frequency of 85th percentile,volume variation between frequency levels 1,volume variation between frequency levels 2,strongest frequency,max to mean ratio of volume
10,Coping,10,77.0,0.023399659958776346,0.024672530444208966,0.0004151073774347572,7.199368171588159e-06,0.006608775953307402,0.41038028570108637,0.03078907498829933,0.011250908430232558,0.5599650201409362,0.5194527380688246,272.9267943626226,8.684506088079408,8.297674418604652,-24.117480392456056,-23.611663513183593,0.46579457653893364,0.0,15.794947955343458,1.5437285152298432,7.360880189718202,1655630.198255814,291.4494004360465,0.04592985399933749,5.419199557637059,0.8257441627424816,15.423825596654138
11,Coping,11,149.0,0.037838726778796246,0.022614236083964623,0.0004076991603269139,1.4464468075154168e-05,0.007414541805033074,0.3890664431937905,0.07795209894173367,0.009811046511627907,0.5490897490534672,0.5113635551097782,268.29112371400345,9.239492868822675,8.483720930232558,-23.366462173461915,-23.480677757263184,0.46665970493699904,0.0,16.041647398583244,1.5729092086935155,6.587918817165286,1740688.9,225.74809229651163,0.057037094633939654,5.567514310881149,0.5025652752712716,16.107025470290072
12,Coping,12,90.0,0.02481844380424634,0.02324576149435921,0.0004843332967539027,3.7359098810414765e-06,0.006696147369910721,0.42622095056706005,0.05384229152049455,0.010025589554398149,0.5831703793395449,0.49887809460913696,280.9529115182382,8.532044368761557,10.305555555555555,-23.63242301940918,-23.620860824584963,0.5359955810838275,0.0,16.392873039952033,1.5902426057253722,6.704659816291597,1221267.9075520833,257.1024576822917,0.04648265540082422,5.717403080728319,0.6045664350536687,15.22077226638794
13,Coping,13,150.0,0.017617788499351156,0.024282153479235118,0.0013152310345186527,0.00015453245791298425,0.006260273949957864,0.41383001041966816,0.047390933876294034,0.018211755087209302,0.6367417856704357,0.3961043323195258,406.9795621650164,11.798202967089276,12.962790697674418,-23.54239570617676,-22.98695789337158,0.4970251269362591,0.0,13.955525795618692,1.8648155326092686,5.039543786159782,2193824.2729651164,411.7348746366279,0.041510384139973065,6.257637001747309,0.7262527739932371,12.882535932230395
14,Coping,14,78.0,0.018419576866205694,0.03438215431389074,0.0013174225668948101,0.00017795507581271005,0.007071479472743217,0.4108258876689645,0.07938584250419639,0.018629632994186046,0.5938611677912778,0.3926394014857536,390.6531619049782,15.456963235278462,12.786046511627907,-22.14620403289795,-22.147312965393066,0.47616722845585546,0.0,12.46182398484132,2.0949178711276186,4.672640258766884,2089455.0084302325,452.29742005813955,0.052130298264497936,6.229291512245355,0.7834067490211752,12.16433759733688
15,Coping,15,78.0,0.02154113049942276,0.037869287607329036,0.0025876711411506725,0.0003943868110553892,0.007633088184606836,0.3889982189845156,0.08561287903123432,0.021728515625,0.5327443814388028,0.4237975474033091,504.8140083595558,21.79684058825175,14.328703703703704,-21.81595978082395,-21.651316998051662,0.5254483576174136,0.0,15.271094900590402,1.7432479067119184,5.595387756548546,1756836.2526041667,562.7543131510416,0.060458795788387455,6.02270311779446,1.350998417439836,12.692129075527191
16,Coping,16,157.0,0.009589231385697805,0.04905561286696168,0.0011357186363500998,5.186418416395041e-05,0.007488217103013466,0.37167052896909936,0.07608426729173855,0.018191315406976744,0.5308180565057798,0.4056874158077462,400.11955353492914,19.475428594544876,10.711627906976744,-22.376105651855468,-22.554401779174803,0.4998634162324446,0.0,17.748408838554663,1.517966420010284,4.649206992082817,2013978.7466569766,422.8520167151163,0.05824859449856503,5.861926094321317,2.3284795792296875,15.45587685163631
17,Coping,17,78.0,0.0129574550911351,0.035701295213643895,0.0018316094493858927,0.00017415822457904473,0.006855382107544777,0.36345267247321994,0.07126349778196146,0.019690225290697673,0.5242782160293225,0.43467874727969946,440.54068376408065,18.101373663613963,11.488372093023257,-22.96617488861084,-22.99794418334961,0.5420401753666245,0.0,16.050659362400804,1.709739477974232,6.083120336089023,1733187.9696947674,472.52861555232556,0.04958436085387718,5.866497430136038,1.9754269480012183,12.60447567784509
18,Coping,18,79.0,0.012875069231355426,0.029857466333649225,0.0017085604301125084,0.00026518641333569444,0.0064386366327569165,0.41177979408314935,0.07856722683128384,0.021950050636574073,0.5518511081183398,0.3860988573481639,497.8734996230514,15.654497243739941,12.972222222222221,-22.964806327819826,-22.573544311523438,0.5535406442704024,0.0,17.009512998439646,1.680287588318741,4.507683708987854,2315991.454716435,461.8672688802083,0.04346605074695415,6.30977217356364,1.2758261795949053,12.876657766324502
19,Coping,19,79.0,0.008507481625650164,0.033504349383157356,0.00399050981714661,0.0006040387341447592,0.006519681031187607,0.42547631728094676,0.07824142756330413,0.02751408066860465,0.6624840938767721,0.3500850373575854,584.0521279978198,23.21000647877538,17.43720930232558,-22.276814155578613,-22.369497299194336,0.5186522550604962,0.0,12.898755117698952,2.057852484078871,4.486214628884959,2306344.3617732557,640.187136627907,0.04515246404984663,6.448623541898506,1.1056483190420061,11.346274837227755
20,Coping,20,85.0,0.026798071017012346,0.03150383229042555,0.001961220851918306,0.00027244488840599227,0.007421610463237346,0.45659916872201967,0.06314522717148066,0.014687045784883722,0.5673605734525725,0.38883655958397445,407.37581886468934,15.673907115847566,13.883720930232558,-22.938258666992187,-23.231306266784667,0.5454461944994525,0.0,14.42226824136538,1.930190273325577,3.6049891100373377,2631799.1904069767,294.9548055959302,0.05854970145710679,6.494371445234432,0.7839015066970226,15.72737904925679
21,Coping,21,110.0,0.0326649457827578,0.01045870281524441,0.0002633323435277277,1.3199067658036327e-05,0.005462981299691212,0.43896797906469415,0.058697052793663544,0.01026294849537037,0.508317544573435,0.4763301909659748,325.3722051691126,5.03878057161691,5.018518518518518,-27.241838340759276,-27.074074058532716,0.30230970970458454,0.2824074074074074,15.25802512963613,1.511062498445864,3.8175937218798532,2183504.545138889,284.716796875,0.04073267611615679,5.834012879265679,0.33280102794782984,16.77651430500878
22,Coping,22,110.0,0.0005748330417402538,0.00866631537832883,0.005712948218840824,0.00014973986753724348,0.0034891879954916795,0.43856844486192215,0.06321371440277543,0.05900935683139535,0.6258984277414721,0.20565041528884756,1209.411480854833,14.638412758638692,15.688372093023256,-27.201428489685057,-26.078675079345704,0.6243621919442106,0.05581395348837209,15.066368328200447,1.8352447840626593,1.880816806471625,3370388.3168604653,1837.3330759447674,0.014793138744764376,7.220666466202847,1.1661345909154692,10.907171794980071
23,Coping,23,110.0,0.00018456920816830926,0.012985158787206422,0.007088482031614931,0.0003246802363867383,0.004058228504064298,0.43112909336422767,0.06737878997485305,0.054194676598837206,0.5655252426862717,0.22750343410081642,1142.180750931141,18.850591294710025,14.134883720930233,-26.171920356750487,-25.74245990753174,0.6261538183577707,0.06511627906976744,15.904705038694578,1.696433157668771,2.037789679682532,3226510.2337209303,1674.4819676598838,0.02036657091555034,7.0340644947318145,1.6296543558669645,14.243384084036183
24,Coping,24,110.0,0.0006775005404138471,0.009913114760517297,0.004460384328046563,7.511597400069705e-05,0.0035243774430084697,0.45042792721479025,0.06262765761844262,0.049811469184027776,0.6179713861395916,0.21639503121238063,1241.135206717032,13.249155200190014,16.166666666666668,-26.98127067565918,-26.373745155334472,0.562416782533681,0.037037037037037035,15.514033842969823,1.8016824104857665,1.829159278422594,2838201.3072916665,1577.30712890625,0.014711022446539978,7.1414487096998425,1.0688942765679073,12.703709728187984
25,Coping,25,110.0,0.0094947010836497,0.012134546215840897,0.006665512106346161,0.00017453604386187286,0.004849808418928364,0.45110840575639594,0.08869058407496574,0.04813771802325582,0.5902144784844199,0.23375478587871373,1426.8631014092025,20.11351174199304,20.64651162790698,-25.08990913391113,-24.660618934631348,0.542530941190543,0.009302325581395349,13.832617410907039,1.9385646092532962,1.7280676082123159,2823257.884883721,1590.652707122093,0.027863749677618576,7.171351002537927,1.0835705638278363,13.476301878552103
26,Coping,26,110.0,0.01922718960505695,0.01651686354063798,0.005761291788549834,0.000352197505123492,0.005653147963092251,0.43888199869976485,0.0979447639958803,0.040768077761627906,0.502940760587537,0.2603585782092671,1055.9105155767397,19.696318622799808,16.46511627906977,-24.02748161315918,-23.67149486541748,0.6196327515851672,0.046511627906976744,14.927634934398615,1.821989467315306,1.8928999519625376,3422239.8220930235,1176.5141260901162,0.039256629386786805,7.112304101988327,1.1152313901241435,15.787264426918917
27,Coping,27,110.0,0.01763053304153396,0.01426689815060753,0.007318634004655501,0.00044548010943085755,0.005601936783124175,0.45345642334885067,0.10473437354623995,0.04205322265625,0.5192834321685411,0.23977238015720137,1193.3509669833713,22.153658029105927,20.078703703703702,-23.874151763916014,-23.847472381591796,0.6116937967362227,0.027777777777777776,14.169686538201791,1.9049246934828934,1.8075542585165412,3216299.529513889,1186.71875,0.03858107395730999,7.256924635834164,1.0263065815799766,15.572391889713428
28,Coping,28,110.0,0.0179670326014846,0.01632781220575643,0.006976456318164331,0.00022482434889414352,0.005632562693046016,0.45105923136999443,0.10368933293881805,0.042232921511627906,0.571568609462228,0.2390298322189686,1175.2195284111556,20.880347520251608,20.87441860465116,-23.867914962768555,-23.66635353088379,0.5533973207628285,0.013953488372093023,13.614166765301317,2.0033470188715943,1.7088971975237823,2792416.162209302,1115.5200763081396,0.039062305247183716,7.206154947502669,0.9234019618741302,13.44376592192539
29,Coping,29,110.0,0.02212570370372495,0.011447306731066038,0.006518434259775203,0.00036233726919172746,0.005682225202123613,0.4576618805874226,0.10745882821637531,0.04596656976744186,0.5192663625229237,0.24450099135554115,1307.694649913699,20.002249568007713,21.130232558139536,-24.121869926452636,-23.80716899871826,0.6052184751100629,0.009302325581395349,14.413857357524266,1.9165898032277544,1.5875631238138952,3161587.606395349,1308.9182867005813,0.039416923503889596,7.311791652856871,0.915961716583995,15.470280846884084
30,Coping,30,110.0,0.017321063215435802,0.022626793618352774,0.007724846559641365,0.00033797172125315665,0.0062782321549969275,0.44616463421671476,0.1156335449863777,0.03807011357060185,0.496101053017709,0.24104072319136727,1037.1450321056225,26.63933636965575,19.52314814814815,-22.91762348175049,-22.682608833312987,0.593308139178488,0.0,15.985365355456317,1.7138492381200194,1.855945740033079,3123164.200810185,1053.033447265625,0.045885652954759146,7.1455212699042425,1.544321667506463,15.985221566977325
31,Coping,31,110.0,0.015687979914215184,0.022167152100849116,0.010635486100245332,0.0008125565492518098,0.006487028291015777,0.4357914503230605,0.11554411570000094,0.053878997093023254,0.507024613577266,0.22201068869163823,1187.347030284793,33.4195379390273,19.688372093023254,-22.92904052734375,-22.908954124450684,0.5434566992852423,0.009302325581395349,15.685844363989654,1.6653225736830521,1.609228498159453,4357853.119767441,1343.7720294331396,0.04801806155592203,7.323150652508403,1.7873508878225504,15.415235432913137
32,Coping,32,110.0,0.012126667761686423,0.014461447727300639,0.012302650691843917,0.0008269611801784608,0.005717776387626695,0.45503794065741604,0.10131550381869771,0.05667696220930232,0.514025037371835,0.20175577286024426,1243.1789143407068,29.035335807467614,19.986046511627908,-22.833087768554687,-22.83653137207031,0.5409140060438173,0.027906976744186046,15.521029958101076,1.7718941867003375,1.7001781693724698,4401936.226744186,1407.7707122093022,0.03760698372931328,7.429387334335682,1.5601273254599681,13.923615808265154
33,Coping,33,110.0,0.008239545216631077,0.013261113849222494,0.010437454793309034,0.0005077375342015903,0.00528864699946199,0.44679104067661146,0.09357714832380966,0.05787489149305555,0.5300653625141691,0.20895451829872197,1217.576606467918,23.80115808049838,17.712962962962962,-23.073070449829103,-22.69309875488281,0.41808088592909,0.018518518518518517,15.772778572859588,1.7483943987430797,1.8168442119602803,4018159.2280092593,1588.372802734375,0.03133739710675501,7.3171217132497715,1.5941167852530878,13.841155774063534
34,Coping,34,110.0,0.008410372999287045,0.015850737416402024,0.010368069295154148,0.0005386393886722142,0.005544519404945679,0.454283136961072,0.09246906390370324,0.05347701671511628,0.5201982604902844,0.21268609024064486,1168.783608228107,24.99158892077069,19.632558139534883,-23.071180725097655,-23.163194999694824,0.5140120660265287,0.0,15.230674809879726,1.790091769700801,1.7878957374151363,3890348.0162790697,1412.778433866279,0.03368700750410383,7.307118748509606,1.681423347495323,12.952891283257063
35,Coping,35,110.0,0.01031935067857353,0.011668910562780924,0.009102524151527432,0.0005321989649061389,0.005166972167573349,0.45121374684710835,0.09330752544798131,0.05725835755813954,0.5105405183032502,0.2094697328154431,1320.5368347167969,22.023897041830907,17.71627906976744,-23.50721450805664,-23.0217578125,0.46964687276109357,0.013953488372093023,15.334060419385679,1.7808523661343851,1.7521459670953972,4049191.9825581396,1625.4062954215117,0.03095421921407674,7.354482207187386,1.1811491871295974,14.694672041161116
36,Coping,36,110.0,0.008174054606854497,0.01473247559597776,0.012985802914179792,0.0005813647749838074,0.005581803316966182,0.45770134114556843,0.1001826819308378,0.055914984809027776,0.5273704245962478,0.19962596553550274,1303.8178815488461,28.276282756416887,22.25,-22.807432327270508,-22.715659828186034,0.4337097508487878,0.0,14.393379343880547,1.8846980213291116,1.7234404936984733,3794328.534722222,1551.3875325520833,0.034898474284327005,7.402764761889422,1.892697000462148,13.330933184535414
37,Coping,37,110.0,0.009447382868265143,0.01587978006681687,0.013256101471068727,0.0005529702466193094,0.005817112744634235,0.45950129863827727,0.10384735859237439,0.0535178960755814,0.5296855021354764,0.20157601968493571,1286.1271603606467,28.67582566516344,22.67906976744186,-22.465729331970216,-22.626494140625,0.41824549271000755,0.013953488372093023,15.147768289954573,1.8229257658606879,1.686295668191688,3563566.577906977,1438.7184320494187,0.0375407769393479,7.382328403827756,1.7645481007043706,12.864803489418916
38,Coping,38,110.0,0.010188404737962214,0.011544192248419316,0.012065823680212244,0.0006419244575903745,0.0054605209376922875,0.4591860213945078,0.09592006539189538,0.057360555959302326,0.5135480390731678,0.20317205457493318,1383.5645130246185,26.40710453210875,21.972093023255812,-23.233925895690916,-22.976073379516603,0.5275785067928171,0.0,14.417378880153192,1.8607752727710198,1.6665618200634802,3834758.4534883723,1525.852788880814,0.033464774507812635,7.436739992540936,1.574791923997014,13.951698664731758
39,Coping,39,110.0,0.0040218166085710305,0.010300878252126966,0.004327287959986953,0.0005923643899229268,0.0035211212311373353,0.4584616526133484,0.060191701101656586,0.06547941984953703,0.5925637653304471,0.16623637271631095,1441.218556156865,15.471311588875121,15.953703703703704,-29.77751968383789,-31.366596336364747,0.5464935799439748,0.27314814814814814,16.312090613223887,1.7589429854587824,1.4335241913795471,4226748.570601852,1687.2660319010417,0.01861787416857152,7.559411263024366,0.8326190400058059,11.635564711358812
40,Coping,40,155.0,0.0006356148392019667,0.006043898640585445,0.0002596178579424727,0.00013716754638840769,0.0018328795060623697,0.4395137953203778,0.03614698994449925,0.12449355014534884,0.673981840250104,0.1842942161658822,1960.4041278218115,4.03530608724023,3.530232558139535,-34.380107383728024,-27.91477424621582,0.47415852160365496,0.7348837209302326,9.350025338155252,2.8561240798897214,2.634438711543416,4745893.377906977,3747.9791969476746,0.006963177347998405,7.498556853449622,0.4161322937801827,11.151188514398974
41,Coping,41,134.0,0.0025158914654829735,0.025328970109220854,0.0004599832775352826,1.0596244693276678e-05,0.0051125531528838156,0.33848906693070435,0.0842117573459481,0.020585029069767443,0.5525519964999931,0.39383555955665056,435.91024042173876,10.957643273819325,9.2,-23.72295108795166,-23.86299556732178,0.461347163280594,0.0,13.854928252852966,1.7764113569092528,5.327067401797272,1850683.8584302326,588.6076035610465,0.027799036089590817,5.912159933045853,1.473270019126493,14.310902752987174
42,Coping,42,134.0,0.011422597574925964,0.021755338047956617,0.0008774902884127827,2.152212383092715e-05,0.005380806537922817,0.4115177318453789,0.08866023480098832,0.015378598813657407,0.45266936495210286,0.3845531374078106,343.9550598992242,8.68441095644677,8.342592592592593,-24.982945442199707,-24.453629989624023,0.5685530829208868,0.0,12.736839638815987,2.0072656798141972,3.609446695557347,2547641.1067708335,361.279296875,0.03263553167063812,6.2783427061858,0.9604340611991508,17.98070473803414
43,Coping,43,134.0,0.005759493066783084,0.038257444538392645,0.0017135830106400495,2.6545902087597167e-05,0.006457520553538966,0.3611355292935704,0.07851730229029821,0.018463844476744186,0.4636294096708298,0.393615634219591,380.9509525032931,15.761715397169423,8.734883720930233,-23.729142570495604,-24.192733726501466,0.6787012898259692,0.0,14.401598747129794,1.7196179424171094,4.280714373810347,2336413.381395349,411.93518350290697,0.04504986691700165,5.955890923877095,1.9276207065859505,17.32520394879718
44,Coping,44,134.0,0.010361205929413784,0.03312529505035559,0.0013351853319469482,4.229556438245751e-05,0.006331024050366047,0.3920379636592643,0.08022764128481233,0.016660610465116278,0.46717840765797813,0.36545270286327186,360.6455327943314,13.889500917390336,8.237209302325581,-23.770910339355467,-23.38745231628418,0.6249159312693873,0.0,12.670316179222036,2.050429589001932,3.177495129163875,3197582.604651163,350.13989825581393,0.04398484492977691,6.286634842185087,1.6381942718528038,19.21725568993147
45,Coping,45,134.0,0.011897507227803106,0.024421738204923545,0.0010755431479386364,1.8587143606309922e-05,0.005706194871756317,0.42501522697232386,0.08911730027412651,0.014506022135416666,0.48215451353677996,0.38643746284974945,342.31651341473616,9.653127779839215,9.574074074074074,-24.735330200195314,-24.065284004211424,0.5907959686937155,0.0,11.948690023687151,2.119576628561373,3.770412653684616,2336435.6793981483,351.708984375,0.03593418328953838,6.279154554561332,1.0907311088371057,18.279128162949174
46,Coping,46,134.0,0.00776445130952282,0.033409319185586865,0.0017019746876538319,1.1122285783133436e-05,0.006213379772596581,0.37527427957501525,0.07849455461079298,0.016983103197674418,0.4496098510747732,0.4058396692885909,390.0302467523619,14.202402601131173,8.893023255813954,-24.220649490356447,-24.331195640563966,0.638219627517241,0.0,12.61042590936025,1.9303891725010343,4.273508516577787,1987493.604505814,384.3927143895349,0.04221360960347188,6.0159662291061045,1.7051434038683426,18.30081424713135
47,Coping,47,134.0,0.007255339717727999,0.039834709192063056,0.0018854608563002371,1.6361994603146233e-05,0.006666515957087625,0.36403969082721443,0.08143915449117506,0.021482103924418603,0.49263223527475847,0.36540716831074205,470.47885408623273,20.096433905668036,9.944186046511629,-23.153700485229493,-23.046835517883302,0.5261942226196004,0.0,12.647131445251892,1.8883213384129176,3.598492108389389,2186824.522383721,562.3671420784884,0.047745247588081415,6.12930822816006,2.113859203249909,15.186778248188107
48,Coping,48,134.0,0.009758550537366385,0.030595086747780442,0.0017418611451931712,4.6111707153731574e-05,0.006128559350381019,0.3817168075453352,0.08804817852150235,0.027694137008101853,0.4197144285534267,0.3361340598375709,598.5635140736898,18.642656792645102,10.166666666666666,-23.92381820678711,-23.365358505249024,0.45759931537840104,0.0,14.603591945436266,1.652448356979423,3.061144694134041,2826935.694733796,689.361572265625,0.040856416930047865,6.472632118949184,2.531278532895225,15.660036749309963
49,Coping,49,134.0,0.008689409835930091,0.031961664103707946,0.001849995907680348,2.4342335876120392e-05,0.006193459668564935,0.36614456994588984,0.0807892273678336,0.02506813226744186,0.45133035896822465,0.34625209500623305,548.9720419240552,19.002981898396513,10.209302325581396,-23.715147018432617,-23.5422513961792,0.558819231611711,0.0,13.749989447770295,1.7468764421840508,3.600966851655827,2483885.3930232557,634.6786428052326,0.041502719126685066,6.341268277722736,2.490833643009496,15.414231772755468
50,Coping,50,134.0,0.005471474221138674,0.04423220007745333,0.0026625932697856495,7.487035371986864e-05,0.006973804043995779,0.3658275724150414,0.08554013619242712,0.028070494186046513,0.4729880669782328,0.3218201062707014,588.1285482717115,25.85082332699798,11.93953488372093,-22.683841094970703,-23.123113594055177,0.5081217470013093,0.0,14.05837303232924,1.6863216289850038,3.0119636086530464,2546253.4360465114,699.5787154796511,0.05135771792035463,6.380948907275533,3.038387781104376,13.365964479224626
51,Coping,51,136.0,0.008328564901536016,0.04190537786915364,0.0016969327277399349,2.087837164573877e-05,0.0067004079675017335,0.3869939084958147,0.0942408338068398,0.01862476490162037,0.4427963511466428,0.37875145204641203,443.65571262218333,17.71288726064894,9.712962962962964,-23.18038269042969,-22.1098934173584,0.5404930332744563,0.004629629629629629,15.245585242907206,1.6611956489030961,3.2487978455093174,2184433.5376157407,489.4816080729167,0.05090557325618445,6.213818596469031,1.9639037356332496,19.34213250875473
52,Coping,52,30.0,0.0037005752687840616,0.020543182587696423,0.001305881874514155,1.1121391559316994e-05,0.003750572232854401,0.44233011423155316,0.05766314481666615,0.01740325218023256,0.5439996504506399,0.3374348178852436,479.4923356876817,9.855329417489296,8.613953488372093,-33.34370014190674,-35.20581996917725,0.5998015097445912,0.48372093023255813,11.04283019348427,2.3944929865775286,2.835298799359521,2430909.3046511626,384.3927143895349,0.025176093559766317,6.8421652416850245,0.8988667889996323,17.1233511658602
53,Coping,53,30.0,0.0005513728469260736,0.0005444783622975634,0.00044132218590252597,1.1581723961277274e-05,0.0011018628672815772,0.47084912477537644,0.02158416444219129,0.04451762354651163,0.603348190978516,0.2063160171688989,1085.20381370367,0.8412951178328936,3.26046511627907,-38.93070514678955,-34.729876098632815,0.5834657140424319,0.9069767441860465,10.384970246074356,2.559413236853118,1.968513351263002,3504506.4691860466,1080.5661791424418,0.0014628664247263873,7.529332489191099,0.25509224070106135,15.112111561797386
54,Coping,54,176.0,1.436560865727451e-05,0.008618255428936445,0.02104256401233013,0.00010367539565718457,0.004914064867383179,0.4661577628166587,0.08058768367670753,0.05454960575810185,0.6143913928557325,0.22349697951641348,1297.3876619692203,31.20707920855946,19.96759259259259,-24.632953453063966,-22.333816680908203,0.5607926357123587,0.046296296296296294,16.117518773785346,1.76162144627974,2.341536413188334,2318220.113425926,1419.5963541666667,0.028828925318386475,7.230155434873369,2.584516184059558,11.159329725636375
55,Coping,55,175.0,0.0006222179959734624,0.019167915536740493,0.02348006614267306,0.00017598218805370527,0.006185894047971382,0.4722415785456813,0.10497304344939631,0.04922783430232558,0.6855299619741217,0.20941435521425203,1125.3391204124273,39.31974553840105,25.846511627906978,-21.719590187072754,-21.62871368408203,0.4455520725912518,0.0,11.304496500227186,2.3049120864382497,2.425532500133958,2611576.0720930235,1325.7442314680231,0.04123653669430073,7.250550957613213,2.685289802870085,10.695701173294422
56,Coping,56,96.0,0.005403737979229338,0.019525224197829184,0.031019189875832825,0.0007867634295909611,0.007097701275677875,0.4810864476270454,0.12189395978700283,0.06165515988372093,0.6386952781400015,0.18323694630417714,1375.0476111123728,55.1244081009266,31.344186046511627,-21.36281997680664,-21.897528228759764,0.4317888559025025,0.0,11.113751910557257,2.3490620266611333,2.1614956711613855,3118225.339534884,1593.7574945494187,0.05242678061300932,7.4840913683869115,2.569102431556513,11.931063341539959
